Age,Overall,Potential,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Position,Weight in lbs,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,Agility,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Years of experience,Height in cm
28,72,72,Left,1.0,3.0,3.0,High/ Medium,Lean,LB,163,70.0,35.0,63.0,70.0,51.0,67.0,48.0,61.0,67.0,69.0,74.0,72.0,69.0,65.0,71.0,69.0,65.0,28.0,75.0,74.0,53.0,59.0,45.0,64.0,9.0,8.0,11.0,7.0,14.0,3,177.8
24,72,77,Right,1.0,4.0,3.0,Medium/ Medium,Lean,CM,170,56.0,55.0,63.0,75.0,57.0,69.0,62.0,50.0,74.0,72.0,65.0,64.0,59.0,79.0,70.0,65.0,69.0,73.0,64.0,67.0,71.0,70.0,50.0,70.0,12.0,12.0,5.0,13.0,14.0,1,182.88
27,72,72,Left,1.0,3.0,2.0,Medium/ High,Normal,RCB,190,49.0,56.0,75.0,59.0,41.0,55.0,58.0,50.0,59.0,56.0,61.0,61.0,57.0,70.0,88.0,72.0,82.0,54.0,77.0,70.0,47.0,46.0,62.0,62.0,7.0,13.0,12.0,15.0,16.0,5,187.96
28,72,73,Left,1.0,2.0,3.0,Medium/ Medium,Normal,CDM,163,69.0,66.0,43.0,72.0,57.0,70.0,82.0,80.0,71.0,72.0,66.0,61.0,70.0,79.0,68.0,73.0,74.0,75.0,82.0,70.0,67.0,73.0,79.0,64.0,11.0,11.0,8.0,6.0,10.0,3,177.8
32,72,72,Right,1.0,3.0,3.0,Medium/ Medium,Lean,RB,141,77.0,43.0,62.0,70.0,36.0,65.0,40.0,42.0,67.0,69.0,68.0,71.0,79.0,59.0,78.0,69.0,63.0,36.0,69.0,74.0,48.0,58.0,44.0,64.0,11.0,12.0,16.0,10.0,14.0,1,175.26
22,72,77,Right,1.0,4.0,3.0,Medium/ Medium,Normal,CDM,137,65.0,48.0,30.0,77.0,49.0,73.0,73.0,75.0,78.0,78.0,68.0,66.0,87.0,61.0,51.0,69.0,64.0,68.0,69.0,67.0,63.0,79.0,73.0,74.0,10.0,6.0,8.0,11.0,13.0,3,167.64000000000001
26,72,72,Right,1.0,3.0,3.0,High/ Medium,Normal,RS,168,54.0,69.0,68.0,68.0,59.0,68.0,68.0,64.0,43.0,70.0,85.0,73.0,61.0,74.0,59.0,81.0,62.0,67.0,76.0,49.0,73.0,63.0,72.0,60.0,11.0,9.0,16.0,12.0,6.0,1,177.8
26,72,74,Right,1.0,4.0,3.0,High/ Medium,Lean,RAM,159,65.0,58.0,47.0,68.0,66.0,75.0,67.0,61.0,63.0,73.0,83.0,82.0,76.0,62.0,76.0,76.0,53.0,63.0,52.0,39.0,72.0,74.0,63.0,67.0,16.0,10.0,13.0,11.0,11.0,5,175.26
27,72,72,Right,1.0,2.0,2.0,Medium/ Medium,Normal,RCB,183,35.0,15.0,71.0,66.0,19.0,24.0,24.0,22.0,61.0,54.0,40.0,51.0,39.0,46.0,54.0,68.0,90.0,24.0,67.0,73.0,38.0,41.0,35.0,63.0,7.0,11.0,15.0,16.0,6.0,3,193.04
23,72,78,Right,1.0,3.0,3.0,Medium/ Medium,Lean,RB,154,70.0,53.0,67.0,65.0,37.0,71.0,57.0,45.0,48.0,67.0,74.0,72.0,63.0,46.0,65.0,73.0,67.0,39.0,67.0,70.0,63.0,49.0,45.0,62.0,7.0,13.0,6.0,9.0,15.0,3,182.88
22,72,79,Right,1.0,3.0,3.0,High/ High,Lean,LM,170,68.0,70.0,70.0,65.0,56.0,74.0,50.0,34.0,54.0,69.0,77.0,71.0,66.0,71.0,76.0,91.0,70.0,63.0,68.0,35.0,71.0,65.0,65.0,70.0,13.0,9.0,7.0,15.0,11.0,1,187.96
28,72,72,Left,1.0,2.0,3.0,Medium/ Medium,Normal,LB,172,80.0,42.0,76.0,69.0,21.0,76.0,68.0,70.0,69.0,69.0,70.0,60.0,67.0,78.0,75.0,77.0,70.0,74.0,75.0,68.0,68.0,70.0,63.0,66.0,9.0,13.0,7.0,14.0,11.0,2,175.26
34,72,72,Right,1.0,3.0,3.0,High/ Medium,Lean,LM,139,65.0,65.0,42.0,71.0,64.0,70.0,75.0,70.0,75.0,71.0,82.0,79.0,88.0,73.0,87.0,75.0,34.0,70.0,74.0,58.0,64.0,72.0,34.0,73.0,6.0,16.0,13.0,12.0,16.0,8,167.64000000000001
22,72,78,Right,1.0,2.0,3.0,High/ Medium,Lean,LCM,146,68.0,56.0,36.0,71.0,48.0,76.0,67.0,68.0,70.0,75.0,73.0,85.0,83.0,72.0,34.0,74.0,38.0,69.0,47.0,51.0,67.0,72.0,74.0,68.0,5.0,12.0,6.0,5.0,8.0,1,175.26
31,72,72,Right,1.0,3.0,3.0,High/ Medium,Normal,RB,179,74.0,60.0,64.0,69.0,56.0,68.0,57.0,42.0,62.0,67.0,74.0,70.0,55.0,61.0,54.0,88.0,80.0,56.0,75.0,59.0,65.0,65.0,59.0,62.0,16.0,8.0,6.0,8.0,15.0,5,187.96
25,72,74,Right,1.0,5.0,4.0,Medium/ Medium,Stocky,RCM,165,65.0,64.0,55.0,75.0,57.0,76.0,61.0,51.0,66.0,74.0,72.0,77.0,84.0,67.0,52.0,70.0,75.0,57.0,59.0,60.0,67.0,67.0,58.0,72.0,6.0,14.0,13.0,7.0,9.0,4,177.8
25,72,76,Right,2.0,3.0,2.0,Low/ High,Normal,LCB,194,37.0,51.0,80.0,59.0,28.0,45.0,29.0,36.0,61.0,69.0,62.0,62.0,51.0,46.0,75.0,74.0,87.0,32.0,68.0,68.0,50.0,26.0,55.0,65.0,8.0,14.0,12.0,11.0,8.0,3,195.57999999999998
21,72,82,Left,1.0,3.0,2.0,Medium/ High,Normal,CB,170,62.0,58.0,71.0,70.0,47.0,62.0,52.0,41.0,72.0,63.0,65.0,71.0,64.0,63.0,76.0,78.0,84.0,59.0,64.0,73.0,68.0,47.0,45.0,50.0,7.0,13.0,14.0,13.0,15.0,1,187.96
19,72,84,Right,1.0,4.0,3.0,High/ High,Normal,RB,146,80.0,46.0,45.0,72.0,63.0,73.0,71.0,65.0,73.0,73.0,79.0,81.0,72.0,58.0,75.0,76.0,53.0,62.0,67.0,61.0,64.0,69.0,41.0,60.0,9.0,6.0,9.0,12.0,12.0,2,175.26
29,72,72,Left,1.0,3.0,3.0,Medium/ Medium,Lean,CM,172,68.0,64.0,52.0,74.0,71.0,68.0,74.0,72.0,75.0,74.0,53.0,75.0,69.0,76.0,53.0,69.0,72.0,69.0,66.0,58.0,65.0,76.0,55.0,70.0,12.0,8.0,8.0,12.0,6.0,2,187.96
23,72,77,Left,1.0,4.0,3.0,High/ High,Normal,LB,163,73.0,47.0,56.0,70.0,54.0,67.0,73.0,67.0,65.0,66.0,72.0,72.0,73.0,77.0,71.0,84.0,67.0,65.0,71.0,69.0,52.0,62.0,48.0,67.0,7.0,10.0,8.0,10.0,8.0,3,177.8
24,72,75,Right,1.0,4.0,3.0,Medium/ Medium,Normal,RS,170,69.0,74.0,48.0,66.0,51.0,69.0,56.0,41.0,57.0,67.0,87.0,74.0,72.0,66.0,80.0,79.0,72.0,57.0,41.0,40.0,71.0,68.0,65.0,58.0,7.0,6.0,6.0,9.0,13.0,3,180.34
29,72,72,Right,1.0,3.0,3.0,High/ Medium,Normal,LCM,159,70.0,60.0,55.0,75.0,51.0,68.0,70.0,75.0,69.0,69.0,63.0,56.0,78.0,66.0,56.0,77.0,59.0,64.0,56.0,70.0,75.0,74.0,66.0,65.0,15.0,10.0,12.0,15.0,11.0,3,177.8
22,72,80,Left,1.0,3.0,4.0,High/ Medium,Lean,LM,157,67.0,62.0,59.0,68.0,58.0,73.0,66.0,54.0,64.0,72.0,84.0,87.0,80.0,62.0,70.0,80.0,64.0,59.0,38.0,33.0,64.0,67.0,58.0,65.0,13.0,12.0,13.0,10.0,15.0,4,182.88
20,72,83,Left,1.0,3.0,3.0,High/ High,Normal,LCM,161,59.0,55.0,44.0,71.0,55.0,72.0,67.0,60.0,70.0,74.0,84.0,83.0,74.0,73.0,54.0,80.0,69.0,69.0,74.0,67.0,72.0,65.0,56.0,66.0,6.0,8.0,8.0,12.0,7.0,4,175.26
32,72,72,Right,2.0,4.0,3.0,Medium/ Low,Normal,RS,194,66.0,74.0,82.0,67.0,69.0,71.0,65.0,77.0,62.0,73.0,31.0,33.0,53.0,74.0,58.0,77.0,80.0,70.0,78.0,39.0,73.0,65.0,81.0,77.0,6.0,12.0,8.0,12.0,7.0,1,187.96
28,72,72,Right,1.0,4.0,3.0,Medium/ Low,Lean,LM,165,66.0,68.0,36.0,66.0,59.0,74.0,67.0,58.0,61.0,72.0,86.0,83.0,73.0,74.0,65.0,65.0,57.0,67.0,54.0,24.0,69.0,68.0,65.0,76.0,10.0,15.0,14.0,8.0,9.0,2,180.34
25,72,73,Right,1.0,3.0,3.0,Medium/ Medium,Normal,RM,159,70.0,53.0,43.0,68.0,46.0,74.0,72.0,71.0,68.0,73.0,84.0,86.0,73.0,66.0,90.0,80.0,63.0,59.0,71.0,70.0,67.0,56.0,49.0,70.0,10.0,10.0,7.0,10.0,10.0,1,180.34
28,72,72,Right,1.0,3.0,2.0,Medium/ High,Normal,CDM,161,65.0,51.0,66.0,71.0,40.0,62.0,49.0,56.0,71.0,67.0,64.0,61.0,63.0,57.0,75.0,57.0,72.0,53.0,92.0,74.0,48.0,56.0,55.0,68.0,10.0,7.0,12.0,11.0,10.0,5,182.88
28,72,72,Left,1.0,3.0,3.0,High/ High,Normal,RW,168,69.0,67.0,67.0,69.0,53.0,75.0,68.0,58.0,67.0,73.0,76.0,74.0,76.0,77.0,82.0,82.0,72.0,64.0,78.0,46.0,72.0,69.0,65.0,65.0,12.0,16.0,8.0,12.0,7.0,1,177.8
26,72,73,Right,1.0,3.0,3.0,High/ High,Normal,CM,183,68.0,53.0,74.0,74.0,60.0,67.0,63.0,66.0,76.0,72.0,46.0,57.0,51.0,82.0,48.0,70.0,86.0,72.0,81.0,72.0,72.0,70.0,74.0,75.0,16.0,14.0,13.0,11.0,12.0,5,185.42
29,72,72,Right,1.0,4.0,3.0,Medium/ High,Lean,LM,165,66.0,68.0,59.0,71.0,64.0,78.0,78.0,66.0,56.0,68.0,79.0,87.0,65.0,77.0,63.0,74.0,64.0,70.0,67.0,61.0,70.0,69.0,65.0,73.0,13.0,8.0,8.0,13.0,6.0,1,185.42
29,72,72,Right,1.0,3.0,3.0,Medium/ Medium,Normal,RB,163,73.0,58.0,72.0,73.0,54.0,67.0,66.0,64.0,70.0,70.0,73.0,67.0,72.0,61.0,60.0,78.0,75.0,53.0,52.0,65.0,61.0,69.0,65.0,66.0,11.0,10.0,15.0,14.0,13.0,1,175.26
21,72,78,Right,1.0,3.0,3.0,Medium/ Medium,Normal,CM,172,56.0,60.0,70.0,75.0,58.0,69.0,55.0,55.0,72.0,74.0,52.0,54.0,57.0,69.0,54.0,51.0,68.0,69.0,58.0,74.0,72.0,72.0,53.0,62.0,12.0,8.0,7.0,8.0,8.0,6,185.42
27,72,72,Right,1.0,3.0,3.0,High/ Low,Normal,ST,150,36.0,76.0,65.0,57.0,70.0,73.0,66.0,66.0,46.0,74.0,77.0,82.0,87.0,74.0,54.0,65.0,56.0,65.0,50.0,33.0,74.0,37.0,82.0,60.0,12.0,13.0,8.0,13.0,14.0,1,167.64000000000001
24,72,77,Left,1.0,3.0,3.0,Medium/ Low,Normal,ST,212,38.0,71.0,70.0,57.0,68.0,67.0,49.0,58.0,38.0,69.0,54.0,51.0,33.0,79.0,34.0,69.0,87.0,61.0,71.0,37.0,73.0,48.0,71.0,67.0,7.0,7.0,6.0,5.0,11.0,3,193.04
28,72,73,Right,1.0,3.0,2.0,High/ High,Normal,LCB,183,22.0,35.0,72.0,50.0,37.0,25.0,31.0,18.0,45.0,50.0,52.0,55.0,55.0,40.0,80.0,59.0,85.0,25.0,68.0,72.0,22.0,17.0,34.0,65.0,12.0,10.0,10.0,9.0,10.0,5,187.96
30,72,72,Right,1.0,3.0,2.0,Low/ Medium,Lean,CDM,168,55.0,33.0,65.0,71.0,43.0,57.0,47.0,39.0,65.0,65.0,66.0,64.0,67.0,58.0,81.0,77.0,68.0,52.0,81.0,78.0,47.0,55.0,46.0,69.0,8.0,14.0,12.0,14.0,7.0,1,182.88
32,72,72,Left,1.0,3.0,2.0,Low/ Medium,Normal,CB,183,70.0,50.0,73.0,69.0,60.0,65.0,83.0,80.0,71.0,69.0,53.0,63.0,44.0,74.0,58.0,71.0,81.0,72.0,68.0,69.0,50.0,65.0,74.0,71.0,12.0,10.0,13.0,11.0,7.0,3,190.5
27,72,72,Left,1.0,3.0,3.0,High/ High,Normal,ST,174,52.0,73.0,69.0,58.0,69.0,67.0,74.0,62.0,31.0,69.0,72.0,76.0,73.0,80.0,81.0,82.0,69.0,65.0,83.0,14.0,76.0,50.0,69.0,69.0,11.0,12.0,13.0,9.0,11.0,2,175.26
34,72,72,Left,2.0,3.0,2.0,Medium/ Medium,Lean,LB,181,70.0,41.0,77.0,62.0,31.0,59.0,69.0,47.0,62.0,60.0,54.0,56.0,47.0,65.0,71.0,65.0,77.0,57.0,67.0,80.0,50.0,38.0,48.0,71.0,9.0,5.0,4.0,6.0,4.0,5,187.96
29,72,72,Right,1.0,3.0,2.0,Medium/ Medium,Normal,RCB,181,65.0,52.0,68.0,68.0,55.0,51.0,66.0,69.0,68.0,63.0,59.0,53.0,61.0,78.0,69.0,60.0,76.0,65.0,74.0,73.0,30.0,59.0,61.0,70.0,8.0,8.0,7.0,16.0,10.0,4,185.42
33,72,72,Right,1.0,3.0,3.0,Medium/ Medium,Normal,RB,174,70.0,59.0,58.0,70.0,52.0,67.0,72.0,69.0,68.0,73.0,76.0,75.0,75.0,67.0,72.0,84.0,70.0,64.0,68.0,66.0,62.0,68.0,69.0,73.0,10.0,9.0,15.0,12.0,9.0,2,175.26
30,72,72,Right,1.0,3.0,3.0,Medium/ Medium,Normal,CM,154,71.0,65.0,65.0,71.0,58.0,70.0,74.0,75.0,73.0,71.0,71.0,75.0,72.0,90.0,77.0,78.0,69.0,83.0,76.0,65.0,68.0,69.0,58.0,66.0,8.0,13.0,9.0,9.0,9.0,1,177.8
19,72,79,Left,1.0,5.0,3.0,Medium/ Medium,Lean,CAM,154,71.0,63.0,51.0,71.0,62.0,73.0,67.0,59.0,68.0,72.0,78.0,77.0,79.0,66.0,62.0,72.0,55.0,59.0,45.0,55.0,68.0,69.0,62.0,64.0,8.0,14.0,13.0,13.0,14.0,1,175.26
20,72,83,Right,1.0,4.0,4.0,High/ Low,Normal,LW,150,62.0,69.0,44.0,70.0,69.0,75.0,65.0,34.0,57.0,74.0,84.0,84.0,84.0,66.0,59.0,68.0,41.0,67.0,45.0,21.0,69.0,72.0,57.0,65.0,11.0,14.0,15.0,14.0,13.0,2,170.18
32,72,72,Right,1.0,3.0,2.0,Medium/ High,Normal,CB,170,60.0,20.0,62.0,60.0,14.0,61.0,28.0,25.0,50.0,60.0,69.0,67.0,67.0,32.0,88.0,60.0,71.0,32.0,75.0,71.0,49.0,41.0,28.0,66.0,11.0,15.0,15.0,12.0,13.0,4,177.8
25,72,76,Right,1.0,3.0,2.0,Low/ High,Normal,CB,170,23.0,17.0,66.0,55.0,29.0,53.0,33.0,32.0,50.0,57.0,66.0,60.0,68.0,75.0,68.0,68.0,76.0,37.0,70.0,72.0,18.0,22.0,30.0,64.0,14.0,6.0,15.0,8.0,12.0,2,187.96
26,72,73,Left,1.0,3.0,3.0,Medium/ Medium,Normal,LW,161,68.0,64.0,57.0,69.0,70.0,71.0,63.0,64.0,64.0,74.0,87.0,76.0,69.0,83.0,64.0,77.0,78.0,70.0,74.0,57.0,73.0,66.0,64.0,70.0,10.0,6.0,7.0,10.0,8.0,1,177.8
33,72,72,Right,1.0,3.0,2.0,Medium/ High,Normal,RCB,185,39.0,44.0,75.0,62.0,63.0,62.0,44.0,52.0,53.0,65.0,42.0,40.0,45.0,68.0,56.0,53.0,87.0,45.0,76.0,73.0,42.0,45.0,59.0,73.0,16.0,10.0,15.0,8.0,11.0,2,187.96
21,72,80,Right,1.0,3.0,2.0,Medium/ Medium,Lean,LDM,187,40.0,27.0,72.0,75.0,29.0,56.0,31.0,28.0,66.0,68.0,53.0,55.0,49.0,56.0,53.0,75.0,77.0,42.0,67.0,72.0,53.0,65.0,38.0,71.0,9.0,6.0,15.0,8.0,6.0,2,193.04
26,72,75,Right,1.0,3.0,3.0,Low/ High,Lean,CDM,185,44.0,25.0,73.0,69.0,31.0,63.0,48.0,30.0,63.0,68.0,52.0,70.0,53.0,50.0,48.0,76.0,86.0,39.0,79.0,73.0,47.0,61.0,39.0,71.0,9.0,13.0,14.0,13.0,6.0,2,187.96
28,72,72,Right,1.0,3.0,3.0,High/ Medium,Normal,RB,150,70.0,42.0,61.0,76.0,36.0,68.0,64.0,40.0,63.0,70.0,72.0,64.0,74.0,57.0,70.0,85.0,61.0,45.0,80.0,69.0,67.0,43.0,38.0,66.0,15.0,12.0,7.0,8.0,11.0,1,175.26
25,72,74,Right,2.0,4.0,3.0,High/ Medium,Normal,LM,152,69.0,72.0,41.0,67.0,68.0,73.0,72.0,72.0,67.0,70.0,84.0,85.0,87.0,75.0,54.0,65.0,59.0,68.0,40.0,29.0,71.0,64.0,68.0,74.0,8.0,13.0,6.0,15.0,14.0,1,177.8
30,72,72,Right,1.0,1.0,2.0,Low/ Medium,Normal,LCB,187,51.0,36.0,65.0,62.0,35.0,45.0,46.0,41.0,64.0,57.0,47.0,46.0,38.0,62.0,60.0,64.0,90.0,47.0,84.0,68.0,36.0,34.0,43.0,73.0,8.0,7.0,9.0,10.0,10.0,1,193.04
32,72,72,Right,1.0,3.0,2.0,Medium/ High,Normal,RDM,150,60.0,56.0,62.0,72.0,62.0,59.0,55.0,51.0,64.0,63.0,64.0,70.0,74.0,85.0,74.0,79.0,79.0,68.0,83.0,75.0,54.0,63.0,47.0,66.0,22.0,22.0,28.0,24.0,23.0,7,180.34
26,72,74,Right,1.0,3.0,2.0,Low/ Medium,Normal,CB,179,44.0,30.0,71.0,57.0,32.0,40.0,33.0,35.0,56.0,43.0,55.0,48.0,52.0,40.0,82.0,52.0,78.0,36.0,80.0,71.0,33.0,45.0,40.0,71.0,9.0,9.0,11.0,12.0,8.0,2,187.96
27,72,73,Left,1.0,2.0,3.0,High/ Medium,Normal,LS,187,58.0,73.0,67.0,68.0,71.0,71.0,61.0,58.0,61.0,74.0,64.0,59.0,34.0,75.0,65.0,70.0,84.0,64.0,60.0,39.0,67.0,58.0,73.0,60.0,15.0,11.0,12.0,13.0,10.0,2,187.96
31,72,72,Right,1.0,3.0,2.0,Low/ High,Normal,CB,196,57.0,37.0,72.0,64.0,29.0,35.0,61.0,57.0,61.0,60.0,50.0,50.0,57.0,44.0,62.0,68.0,88.0,33.0,80.0,71.0,51.0,63.0,67.0,72.0,8.0,6.0,13.0,12.0,16.0,2,187.96
26,72,74,Right,1.0,3.0,3.0,Medium/ Medium,Stocky,LCM,165,54.0,59.0,58.0,71.0,54.0,71.0,62.0,50.0,70.0,69.0,70.0,77.0,90.0,63.0,77.0,83.0,74.0,61.0,78.0,71.0,66.0,74.0,46.0,75.0,7.0,14.0,8.0,6.0,12.0,2,175.26
26,72,73,Right,1.0,4.0,3.0,Medium/ Medium,Normal,CAM,148,59.0,62.0,58.0,74.0,63.0,72.0,71.0,70.0,73.0,72.0,72.0,80.0,71.0,70.0,67.0,80.0,69.0,73.0,57.0,60.0,66.0,75.0,64.0,71.0,6.0,10.0,14.0,13.0,14.0,1,172.72
26,72,73,Right,1.0,3.0,3.0,High/ Low,Lean,LM,168,74.0,64.0,56.0,72.0,46.0,68.0,58.0,41.0,68.0,73.0,74.0,74.0,68.0,62.0,52.0,72.0,56.0,60.0,30.0,39.0,69.0,72.0,59.0,61.0,13.0,14.0,6.0,12.0,11.0,8,177.8
26,72,74,Left,1.0,2.0,3.0,Medium/ Medium,Lean,CM,146,68.0,57.0,46.0,80.0,58.0,64.0,66.0,65.0,74.0,76.0,67.0,78.0,74.0,59.0,45.0,75.0,42.0,58.0,47.0,57.0,65.0,74.0,56.0,68.0,11.0,10.0,11.0,9.0,11.0,2,177.8
32,72,72,Right,1.0,2.0,2.0,Medium/ Medium,Normal,RCB,172,61.0,53.0,70.0,63.0,51.0,44.0,35.0,30.0,60.0,67.0,59.0,68.0,60.0,59.0,72.0,69.0,70.0,41.0,76.0,74.0,60.0,60.0,47.0,70.0,12.0,15.0,6.0,12.0,11.0,1,185.42
26,72,73,Right,1.0,3.0,3.0,Medium/ Medium,Lean,RDM,165,67.0,47.0,59.0,73.0,58.0,66.0,65.0,65.0,72.0,74.0,68.0,76.0,77.0,68.0,75.0,82.0,69.0,72.0,74.0,79.0,62.0,66.0,61.0,73.0,8.0,5.0,15.0,5.0,15.0,1,182.88
31,72,72,Right,1.0,3.0,3.0,Medium/ Medium,Normal,ST,168,55.0,68.0,72.0,67.0,68.0,71.0,69.0,69.0,60.0,72.0,64.0,74.0,63.0,74.0,78.0,69.0,74.0,68.0,61.0,42.0,75.0,60.0,74.0,74.0,11.0,12.0,7.0,6.0,10.0,2,180.34
28,72,72,Right,1.0,3.0,3.0,High/ Medium,Lean,CAM,154,63.0,71.0,61.0,68.0,60.0,75.0,68.0,63.0,60.0,73.0,75.0,77.0,77.0,69.0,69.0,74.0,65.0,66.0,55.0,36.0,73.0,70.0,69.0,72.0,7.0,9.0,12.0,8.0,7.0,2,172.72
29,72,72,Left,1.0,3.0,2.0,Low/ High,Lean,CB,174,35.0,30.0,72.0,59.0,22.0,52.0,41.0,30.0,62.0,58.0,53.0,57.0,63.0,47.0,80.0,65.0,74.0,34.0,72.0,72.0,33.0,45.0,30.0,68.0,8.0,9.0,11.0,9.0,10.0,3,185.42
30,72,72,Right,1.0,3.0,3.0,Medium/ Medium,Normal,RB,174,74.0,51.0,64.0,70.0,51.0,63.0,51.0,62.0,64.0,68.0,67.0,63.0,65.0,73.0,71.0,78.0,74.0,65.0,63.0,70.0,55.0,55.0,47.0,62.0,7.0,7.0,7.0,12.0,9.0,4,180.34
20,72,80,Right,1.0,3.0,3.0,High/ Low,Normal,LM,194,65.0,72.0,73.0,74.0,66.0,71.0,40.0,30.0,58.0,73.0,72.0,71.0,54.0,74.0,65.0,70.0,84.0,70.0,53.0,45.0,72.0,69.0,65.0,64.0,11.0,13.0,14.0,9.0,15.0,2,193.04
33,72,72,Right,1.0,3.0,2.0,Medium/ High,Lean,LDM,154,52.0,43.0,66.0,72.0,37.0,56.0,56.0,45.0,67.0,66.0,45.0,65.0,70.0,54.0,69.0,83.0,70.0,44.0,88.0,72.0,59.0,70.0,47.0,68.0,10.0,16.0,15.0,15.0,12.0,2,177.8
31,72,72,Right,1.0,3.0,3.0,Medium/ Medium,Normal,CM,174,60.0,59.0,63.0,76.0,43.0,69.0,82.0,80.0,73.0,70.0,49.0,69.0,62.0,75.0,84.0,74.0,77.0,74.0,88.0,72.0,60.0,67.0,67.0,63.0,13.0,13.0,13.0,13.0,10.0,1,182.88
33,72,72,Left,2.0,3.0,3.0,Medium/ Medium,Lean,RW,141,75.0,65.0,62.0,73.0,70.0,68.0,80.0,72.0,74.0,75.0,66.0,72.0,73.0,74.0,42.0,71.0,63.0,72.0,36.0,42.0,70.0,74.0,68.0,68.0,10.0,12.0,16.0,16.0,9.0,4,180.34
32,72,72,Right,1.0,2.0,2.0,High/ High,Lean,RCM,172,65.0,68.0,80.0,74.0,73.0,62.0,42.0,47.0,68.0,70.0,43.0,54.0,52.0,80.0,82.0,79.0,81.0,72.0,83.0,62.0,74.0,70.0,71.0,75.0,12.0,7.0,14.0,10.0,16.0,2,187.96
30,72,72,Right,1.0,3.0,3.0,Medium/ Medium,Normal,ST,176,50.0,72.0,77.0,67.0,51.0,64.0,51.0,47.0,56.0,69.0,65.0,60.0,50.0,74.0,75.0,64.0,80.0,70.0,56.0,47.0,75.0,76.0,72.0,74.0,14.0,12.0,9.0,13.0,7.0,2,185.42
30,72,72,Left,1.0,3.0,3.0,Medium/ Medium,Normal,LB,154,71.0,48.0,50.0,67.0,64.0,66.0,58.0,60.0,51.0,69.0,78.0,81.0,77.0,75.0,69.0,76.0,64.0,68.0,64.0,73.0,63.0,59.0,55.0,69.0,14.0,11.0,11.0,11.0,11.0,1,175.26
33,72,72,Right,1.0,3.0,2.0,Medium/ Medium,Lean,LCB,165,62.0,49.0,53.0,69.0,31.0,55.0,61.0,60.0,66.0,67.0,64.0,71.0,62.0,73.0,77.0,74.0,79.0,52.0,81.0,74.0,57.0,58.0,63.0,59.0,10.0,10.0,14.0,11.0,16.0,1,182.88
27,72,73,Left,1.0,3.0,3.0,Medium/ Medium,Normal,LCB,172,66.0,36.0,69.0,72.0,30.0,68.0,42.0,22.0,66.0,72.0,75.0,62.0,55.0,56.0,73.0,77.0,77.0,32.0,77.0,68.0,42.0,59.0,33.0,66.0,9.0,15.0,7.0,12.0,14.0,2,185.42
31,72,72,Right,1.0,4.0,3.0,High/ Medium,Lean,LS,168,43.0,74.0,69.0,64.0,61.0,71.0,38.0,27.0,40.0,71.0,74.0,70.0,52.0,75.0,89.0,64.0,69.0,62.0,46.0,20.0,68.0,62.0,64.0,70.0,9.0,9.0,14.0,10.0,7.0,1,182.88
28,72,72,Right,1.0,3.0,3.0,High/ High,Normal,CDM,183,72.0,66.0,66.0,66.0,67.0,70.0,62.0,57.0,59.0,70.0,69.0,68.0,48.0,76.0,81.0,85.0,86.0,71.0,81.0,71.0,71.0,67.0,58.0,74.0,10.0,16.0,11.0,9.0,15.0,2,193.04
23,71,80,Left,1.0,3.0,3.0,Medium/ High,Normal,LCM,172,71.0,63.0,50.0,71.0,52.0,68.0,68.0,68.0,70.0,69.0,75.0,81.0,76.0,80.0,54.0,89.0,66.0,70.0,75.0,67.0,64.0,70.0,60.0,64.0,9.0,14.0,7.0,7.0,15.0,2,182.88
30,71,71,Right,1.0,3.0,2.0,Medium/ Medium,Lean,RCB,187,36.0,29.0,75.0,48.0,37.0,34.0,30.0,34.0,45.0,49.0,71.0,32.0,29.0,58.0,57.0,61.0,77.0,21.0,72.0,72.0,42.0,39.0,48.0,65.0,14.0,16.0,9.0,7.0,10.0,1,193.04
29,71,71,Left,2.0,3.0,3.0,High/ Low,Lean,RM,148,73.0,63.0,45.0,69.0,70.0,73.0,75.0,69.0,56.0,72.0,73.0,75.0,80.0,73.0,65.0,71.0,51.0,63.0,41.0,31.0,67.0,73.0,65.0,69.0,6.0,6.0,9.0,16.0,7.0,2,175.26
24,71,76,Right,2.0,4.0,3.0,Medium/ Medium,Normal,LW,181,47.0,71.0,66.0,62.0,67.0,72.0,62.0,61.0,55.0,72.0,75.0,64.0,71.0,74.0,55.0,64.0,68.0,67.0,43.0,33.0,73.0,53.0,71.0,67.0,7.0,11.0,14.0,10.0,15.0,2,180.34
22,71,78,Left,1.0,2.0,3.0,High/ Medium,Normal,LB,159,77.0,57.0,42.0,60.0,45.0,68.0,73.0,56.0,61.0,70.0,86.0,79.0,80.0,67.0,66.0,76.0,64.0,63.0,66.0,71.0,66.0,58.0,55.0,69.0,12.0,10.0,7.0,10.0,8.0,2,170.18
